CLAVE|SUBCLAVE|DESCRIPCION
010.000.5413.00|010.000.5413.00|ALIMENTO MEDICO PARA NIÑOS DE 8 AÑOS A ADULTOS CON ACIDEMIA ISOVALERICA Y OTROS TRASTORNOS DEL METABOLISMO DE LA LEUCINA POLVO CADA 100 G DE POLVO CONTIENEN: KCAL 297-500/100G, PROTEINA 16.2-39 G/100G, HIDRATOS DE CARBONO 34-51 G/100G, LIPIDOS 0-26 G/100G. Y OTROS COMPONENTES. ENVASE. (VER ESPECIFICACIONES EN CBCISS)
010.000.0022.00|010.000.0022.00|CASEINATO DE CALCIO POLVO CADA 100 G CONTIENEN: PROTEINAS 86.0 A 90.0 G. GRASAS 0.0 A 2.0 G. MINERALES 3.8 A 6.0 G. HUMEDAD 0.0 A 6.2 G. ENVASE CON 100 G.
010.000.2714.00|010.000.2714.00|COMPLEJO B TABLETA, COMPRIMIDO O CAPSULA CADA TABLETA, COMPRIMIDO O CAPSULA CONTIENE: MONONITRATO O CLORHIDRATO DE TIAMINA 100 MG. CLORHIDRATO DE PIRIDOXINA 5 MG. CIANOCOBALAMINA 50 ΜG. ENVASE CON 30 TABLETAS, COMPRIMIDOS O CAPSULAS.
010.000.2739.00|010.000.2739.00|DIETA POLIMERICA A BASE DE CASEINATO DE CALCIO O PROTEINAS, GRASAS, VITAMINAS, MINERALES POLVO CADA 100 GRAMOS CONTIENEN: KCAL/ML 0.99-1.06/, GRASAS 9.0-15.80, PROTEINAS 15.80-17.50, HIDRATO DE CARBONO 58.50-68.00. Y OTROS COMPONENTES. ENVASE CON 400 - 454 GRAMOS CON O SIN SABOR. (VER ESPECIFICACIONES EN CBCISS)
030.000.0021.00|030.000.0021.00|FORMULA DE PROTEINA AISLADA DE SOYA POLVO CADA 100 G DE POLVO CONTIENEN: KCAL 515-524/100G, LIPIDOS 20.0-28.30/100G, PROTEINAS 13.70-15.60/100G, HIDRATO DE CARBONO 51.0-54.0/100G. Y OTROS COMPONENTES. ENVASE DE LATA CON 400 A 454 G Y MEDIDA DE 4.30 A 4.50 G. (VER ESPECIFICACIONES EN CBCISS)
030.000.5952.00|030.000.5952.00|FORMULA DE PROTEINA HIDROLIZADA DE ARROZ ETAPA 1 POLVO CADA 100 G DE POLVO CONTIENEN: ENERGIA 100-504 KCAL/100KCAL, GRASAS 2.6-13.3/100KCAL, PROTEINA 3.4-12.0/100KCAL, HIDRATOS DE CARBONO 11.3-56.7/100KCAL, LIPIDOS 5.0-25.5/100KCAL. Y OTROS COMPONENTES. ENVASE DE LATA CON 400 G Y MEDIDA DOSIFICADORA DE 4.5 G. (VER ESPECIFICACIONES EN CBCISS)
030.000.5951.00|030.000.5951.00|FORMULA DE PROTEINA HIDROLIZADA DE ARROZ ETAPA 2 POLVO CADA 100 G DE POLVO CONTIENEN: ENERGIA 100-484 KCAL/100KCAL, GRASAS 2.4-11.4/100KCAL, PROTEINA 3.1-15.0/100KCAL, HIDRATOS DE CARBONO 11.7-56.5/100KCAL, LIPIDOS 4.5-22.0/100KCAL. Y OTROS COMPONENTES. ENVASE DE LATA CON 400 G Y MEDIDA DOSIFICADORA DE 4.7 G. (VER ESPECIFICACIONES EN CBCISS)
010.000.0091.00|010.000.0091.00|MIEL DE MAIZ SOLUCION CADA 5 ML CONTIENEN: MIEL DE MAIZ 3.75 G. ENVASE CON 500 ML.
010.000.4376.00|010.000.4376.00|MULTIVITAMINAS (POLIVITAMINAS) Y MINERALES TABLETA, CAPSULA O GRAGEA CADA TABLETA, CAPSULA O GRAGEA CONTIENE: CLORHIDRATO DE TIAMINA. (VITAMINA B1) 5.0 A 10.0 MG. RIBOFLAVINA (VITAMINA B2) 2.5 A 10.0 MG. CLORHIDRATO DE PIRIDOXINA (VITAMINAB6) 2.0 A 5.0 MG. NICOTINAMIDA (NIACINAMIDA) 10.0 A 100.0 MG. CIANOCOBALAMINA (VITAMINA B12) 3.0 A 5.0 µG. ACETATO DE ALFATOCOFEROL (VITAMINA E) 3.0 A 20.0 MG. RETINOL (VITAMINA A) 2000.0 A 10000.0 UI. COLECALCIFEROL (VITAMINA D3) 200.0 A 1000.0 UI. ACIDO PANTOTENICO 2.0 A 7.0 MG. SULFATO FERROSO 15.0 A 60.0 MG. SULFATO DE COBRE 1.0 A 4.0 MG. YODURO O FOSFATO DE POTASIO 0.15 A 4.0 MG. GLICEROFOSFATO, SULFATO O HIPOSULFITO DE MAGNESIO 1.0 A 8.00 MG. FOSFATO DE MAGNESIO 5.0 A 133.0 MG. CLORURO, FOSFATO O SULFATO DE ZINC 3.0 A 25.0 MG. ENVASE CON 30 TABLETAS, CAPSULAS O GRAGEAS.
010.000.5383.00|010.000.5383.00|MULTIVITAMINAS (POLIVITAMINAS) Y MINERALES JARABE CADA 5 ML CONTIENEN: VITAMINA A 2 500 UI. VITAMINA D2 200 UI. VITAMINA E 15.0 MG. VITAMINA C 60.0 MG. TIAMINA 1.05 MG. RIBOFLAVINA 1.2 MG. PIRIDOXINA 1.05 MG. CIANOCOBALAMINA 4.5 µG. NICOTINAMIDA 13.5 MG. HIERRO ELEMENTAL 10.0 MG. ENVASE CON 240 ML Y DOSIFICADOR.
010.000.5232.00|010.000.5232.00|PIRIDOXINA TABLETA CADA TABLETA CONTIENE: PIRIDOXINA 300 MG. ENVASE CON 10 TABLETAS.
030.000.0003.00|030.000.0003.00|SUCEDANEO DE LECHE HUMANA DE PRETERMINO POLVO CADA 100 GRAMOS CONTIENEN: KCAL 400-525; LIPIDOS 19.2-31.5G; RELAC A. LINOLEICO/ A. A LINOLENICO 5:1 - 15:1; PROTEINAS 9.60-15.75G; HIDRATOS DE CARBONO 38.80-73.5G. Y OTROS COMPONENTES. ENVASE CON 450 A 454 G Y MEDIDA DE 4.40 A 4.50 G. (VER ESPECIFICACIONES EN CBCISS)
030.000.0011.00|030.000.0011.00|SUCEDANEO DE LECHE HUMANA DE TERMINO POLVO CADA 100 G DE POLVO CONTIENEN: KCAL 509-528/100G, LIPIDOS 25.80-28.90/100G, PROTEINAS 9.50-12.0/100G, HIDRATO DE CARBONO 55.20-57.90/100G. Y OTROS COMPONENTES. ENVASE CON 400 A 454 G Y MEDIDA DE 4.30 A 4.50 G. (VER ESPECIFICACIONES EN CBCISS)
030.000.0012.00|030.000.0012.00|SUCEDANEO DE LECHE HUMANA DE TERMINO SIN LACTOSA POLVO CADA 100 G DE POLVO CONTIENEN: KCAL 502-522/100G, LIPIDOS 25.0-28.0/100G, PROTEINAS 11.0-14.0/100G, HIDRATO DE CARBONO 54.9-55.6/100G. Y OTROS COMPONENTES. ENVASE DE LATA CON 400 A 454 G Y MEDIDA DE 4.3 A 4.5 G. (VER ESPECIFICACIONES EN CBCISS)
010.000.2715.00|010.000.2715.00|VITAMINA E GRAGEA O CAPSULA CADA GRAGEA O CAPSULA CONTIENE: VITAMINA E 400 MG. ENVASE CON 100 GRAGEAS O CAPSULAS.
010.000.2715.01|010.000.2715.01|VITAMINA E GRAGEA O CAPSULA CADA GRAGEA O CAPSULA CONTIENE: VITAMINA E 400 MG. ENVASE CON 99 GRAGEAS O CAPSULAS.
010.000.1098.00|010.000.1098.00|VITAMINAS A ,C Y D SOLUCION CADA ML CONTIENE:PALMITATO DE RETINOL 7000 A 9000 UI. ACIDO ASCORBICO 80 A 125 MG. COLECALCIFEROL 1400 A 1800 UI. ENVASE CON 15 ML.
010.000.5388.00|010.000.5388.00|NUTRICION PARENTERAL EMULSION INYECTABLE CADA 100 ML CONTIENEN: EN EL COMPARTIMIENTO DE EMULSION DE GLUCOSA AL 11%: GLUCOSA MONOHIDRATADA EQUIVALENTE A 11.00 G DE GLUCOSA ANHIDRA. EN EL COMPARTIMIENTO DE AMINOACIDOS AL 11% CON ELECTROLITOS: L-ALANINA 1.600 G. L-ARGININA 1.130 G. L-ACIDO ASPARTICO 0.340 G. L-ACIDO GLUTAMICO 0.560 G. L-GLICINA (ACIDO AMINOACETICO) 0.790 G. L-HISTIDINA 0.680 G. L-ISOLEUCINA 0.560 G. L-LEUCINA 0.790 G. CLORHIDRATO DE L-LISINA EQUIVALENTE A 0.900 G. DE L-LISINA. L-METIONINA 0.560 G. L-FENILALALINA 0.790 G. L-PROLINA 0.680 G. L-SERINA 0.450 G. L-TREONINA 0.560 G. L-TRIPTOFANO 0.190 G. L-TIROSINA 0.023 G. L-VALINA 0.730 G. CLORURO DE CALCIO DIHIDRATADO EQUIVALENTE A 0.074 G DE CLORURO DE CALCIO. GLICEROFOSFATO DE SODIO 0.504 G SULFATO DE MAGNESIO. HEPTAHIDRATADO EQUIVALENTE A 0.160 G DE SULFATO DE MAGNESIO. CLORURO DE POTASIO 0.597 G. ACETATO DE SODIO TRIHIDRATADO EQUIVALENTE A 0.490 G DE ACETATO DE SODIO.EN EL COMPARTIMIENTO DE EMULSION DE LIPIDOS AL 20%. ACEITE DE SOYA PURIFICADO 20.0 G. ENVASE CON BOLSA DE PLASTICO DE 1440 ML CON TRES COMPARTIMIENTOS (GLUCOSA 11% 885 ML, AMINOACIDOS AL 11% CON ELECTROLITOS 300 ML Y LIPIDOS AL 20% 255 ML).
010.000.5389.00|010.000.5389.00|NUTRICION PARENTERAL EMULSION INYECTABLE CADA 100 ML CONTIENEN: GLUCOSA 11%, AMINOACIDOS 11%, LIPIDOS AL 20%.. LOS TRES COMPARTIMIENTOS CON OTROS COMPONENTES. ENVASE CON BOLSA DE PLASTICO DE 2400 ML CON TRES COMPARTIMIENTOS (GLUCOSA 11% 1475 ML, AMINOACIDOS AL 11% CON ELECTROLITOS 500 ML Y LIPIDOS AL 20% 425 ML). (VER ESPECIFICACIONES EN CBCISS)
010.000.2731.00|010.000.2731.00|LIPIDOS INTRAVENOSOS EMULSION INYECTABLE (LIPIDOS DE CADENA LARGA AL 10%; SOYA O SOYA CARTAMO) CADA 500 ML CONTIENEN: ACEITE DE SOYA: 50 G O MEZCLA DE ACEITE DE SOYA - ACEITE DE CARTAMO 25G/25G. CADA MILILITRO PROPORCIONA 1.1 KCAL. ENVASE CON 500 ML.
010.000.2740.00|010.000.2740.00|LIPIDOS INTRAVENOSOS EMULSION INYECTABLE (LIPIDOS DE CADENA MEDIANA Y LARGA AL 20%; SOYA / TRIGLICERIDOS) CADA 1000 ML CONTIENEN: ACEITE DE SOYA 100 G. TRIGLICERIDOS DE CADENA MEDIANA 100 G. CADA ML PROPORCIONA 1.9 KCAL. ENVASE CON 500 ML.
010.000.2744.00|010.000.2744.00|LIPIDOS INTRAVENOSOS EMULSION INYECTABLE (LIPIDOS DE CADENA LARGA AL 20 %; OLIVA / SOYA) CADA 100 ML CONTIENEN: ACEITE DE OLIVA 16 G. ACEITE DE SOYA 4 G. ENVASE CON 500 ML.
010.000.5382.00|010.000.5382.00|LIPIDOS INTRAVENOSOS EMULSION INYECTABLE (LIPIDOS DE CADENA LARGA AL 20 %; SOYA O SOYA / CARTAMO) CADA 100 ML CONTIENEN: ACEITE DE SOYA 20 G. O MEZCLA DE ACEITE DE SOYA - ACEITE DE CARTAMO 10 G/10 G. CADA ML PROPORCIONA 2 KCAL. ENVASE CON 500 ML.
010.000.5229.00|010.000.5229.00|ACIDO ASCORBICO SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: ACIDO ASCORBICO 1 G. ENVASE CON 6 AMPOLLETAS DE 10 ML.
010.000.2742.00|010.000.2742.00|ALANINA Y LEVOGLUTAMINA SOLUCION INYECTABLE CADA 100 ML CONTIENEN: N-(2)-L-ALANIL- L- GLUTAMINA 20 G. EQUIVALENTE A 8.20 G. DE L-ALANINA Y 13.46 G DE L-GLUTAMINA. ENVASE CON 50 ML.
010.000.2742.01|010.000.2742.01|ALANINA Y LEVOGLUTAMINA SOLUCION INYECTABLE CADA 100 ML CONTIENEN: N-(2)-L-ALANIL- L- GLUTAMINA 20 G. EQUIVALENTE A 8.20 G. DE L-ALANINA Y 13.46 G DE L-GLUTAMINA. ENVASE CON 100 ML.
010.000.5406.00|010.000.5406.00|ALIMENTO MEDICO PARA PACIENTES CON ACIDEMIA METILMALONICA Y PROPIONICA, DE 8 AÑOS O MAYORES Y ADULTOS POLVO CADA 100 G CONTIENEN: KCAL 340-410, PROTEINA 21-39 G, HIDRATOS DE CARBONO 35-59 G, LIPIDOS 0.0-13 G. Y OTROS COMPONENTES. LATA CON MEDIDA DOSIFICADORA. (VER ESPECIFICACIONES EN CBCISS)
010.000.5405.00|010.000.5405.00|ALIMENTO MEDICO PARA PACIENTES CON ACIDEMIA METILMALONICA Y PROPIONICA, DE RECIEN NACIDOS A 7 AÑOS 11 MESES DE EDAD POLVO CADA 100 G CONTIENEN: KCAL 350-500, PROTEINA 15-25 G, HIDRATOS DE CARBONO 51-62 G, LIPIDOS 0.0-26 G.Y OTROS COMPONENTES. LATA CON MEDIDA DOSIFICADORA. (VER ESPECIFICACIONES EN CBCISS)
010.000.5407.00|010.000.5407.00|ALIMENTO MEDICO PARA PACIENTES CON ENFERMEDAD DE ORINA DE JARABE DE MAPLE (ARCE), DE RECIEN NACIDOS A 7 AÑOS 11 MESES DE EDAD POLVO CADA 100 G CONTIENEN: KCAL 350-500, PROTEINA 15-25 G, HIDRATOS DE CARBONO 51-62 G, LIPIDOS 0.0-26 G. Y OTROS COMPONENTES. LATA CON MEDIDA DOSIFICADORA. (VER ESPECIFICACIONES EN CBCISS)
010.000.5408.00|010.000.5408.00|ALIMENTO MEDICO PARA PACIENTES CON ENFERMEDAD DE ORINA DE JARABE DE MAPLE (ARCE), DE 8 AÑOS O MAYORES Y ADULTOS POLVO CADA 100 G CONTIENEN: KCAL 340-410, PROTEINA 24-39 G, HIDRATOS DE CARBONO 35-57 G, LIPIDOS 0.0-14 G. Y OTROS COMPONENTES. LATA CON MEDIDA DOSIFICADORA. (VER ESPECIFICACIONES EN CBCISS)
010.000.5410.00|010.000.5410.00|ALIMENTO MEDICO PARA PACIENTES CON HOMOCISTINURIA, DE 8 AÑOS O MAYORES Y ADULTOS POLVO CADA 100 G CONTIENEN: KCAL 340-410, PROTEINA 22-39 G, HIDRATOS DE CARBONO 35-61 G, LIPIDOS 0.0-14 G. Y OTROS COMPONENTES. LATA CON MEDIDA DOSIFICADORA. (VER ESPECIFICACIONES EN CBCISS)
010.000.5409.00|010.000.5409.00|ALIMENTO MEDICO PARA PACIENTES CON HOMOCISTINURIA, RECIEN NACIDOS A 7 AÑOS 11 MESES DE EDAD POLVO CADA 100 G CONTIENEN: KCAL 350-500, PROTEINA 15-28.60 G, HIDRATOS DE CARBONO 51-62 G, LIPIDOS 0.0-26 G. Y OTROS COMPONENTES. LATA CON MEDIDA DOSIFICADORA. (VER ESPECIFICACIONES EN CBCISS)
010.000.5404.00|010.000.5404.00|ALIMENTO MEDICO PARA PACIENTES CON TRASTORNO DEL CICLO DE LA UREA, DE 8 AÑOS O MAYORES Y ADULTOS POLVO CADA 100 G CONTIENEN: KCAL 360-440, PROTEINA 8.20-25 G, HIDRATOS DE CARBONO 45-71 G, LIPIDOS 0.0-17 G. ENVASE: LATA CON MEDIDA DOSIFICADORA.
010.000.5403.00|010.000.5403.00|ALIMENTO MEDICO PARA PACIENTES CON TRASTORNO DEL CICLO DE LA UREA, RECIEN NACIDOS A 7 AÑOS 11 MESES DE EDAD POLVO CADA 100 G CONTIENEN: KCAL 500-510, PROTEINA 6.50-7.50 G, HIDRATOS DE CARBONO 57-60 G, LIPIDOS 24.60-26 G. Y OTROS COMPONENTES. LATA CON MEDIDA DOSIFICADORA. (VER ESPECIFICACIONES EN CBCISS)
010.000.2737.00|010.000.2737.00|AMINOACIDOS CON ELECTROLITOS SOLUCION INYECTABLE AL 8.5% CONTENIDO CADA 100 ML CONTIENE: - UNIDADES – MINIMO- MAXIMO L- ISOLEUCINA - MG / 400 / 620; L- LEUCINA – MG / 520 / 810; L- LISINA – MG / 490 / 870; L- METIONINA – MG / 250 / 500; L- FENILALANINA - MG / 380 / 720; L- TREONINA - MG / 340 / 460; L- TRIPTOFANO – MG / 130 / 160; L- VALINA - MG / 390 / 680; HISTIDINA - MG / 240 / 380; CISTEINA O CISTINA – MG / 0 / 80; TIROSINA – MG / 30 / 50; L- ALANINA – MG / 390 / 1760; L- ARGININA – MG / 430 / 880; L- PROLINA - MG / 350 / 1000; L- SERINA – MG / 0 / 930; GLICINA (AC. AMINOACETICO) – MG / 460 / 1760; L-TAURINA – MG / 0 / 200; ACETATO DE SODIO - MEQ/L / 70 / 594; POTASIO - MEQ/L / 60 / 66; CLORURO DE MAGNESIO – MG / 0 / 102; CLORURO DE SODIO – MG / 154 / 410; FOSFATO DIBASICO DE POTASIO – MG / 400 / 522; *ACIDO L- ASPARTICO – MG / 0 / 410; *ACIDO GLUTAMICO – MG / 0 / 710; NITROGENO TOTAL - G/L / 13.5 / 16. * PUEDEN O NO VENIR EN LA FORMULA, LO CUAL NO MODIFICA EL EFECTO TERAPEUTICO DESEADO. PRESENTACION 500 ML.
010.000.2512.00|010.000.2512.00|AMINOACIDOS CRISTALINOS SOLUCION INYECTABLE AL 10% PEDIATRICOS CONTENIDO CADA 100 ML CONTIENE: - UNIDADES – MINIMO- MAXIMO L- ISOLEUCINA – MG / 670 / 820; L- LEUCINA – MG / 1000 / 1400; L- LISINA – MG / 670 / 1100; L- METIONINA – MG / 220 / 340; L- FENILALANINA – MG / 420 / 650; L- TREONINA – MG / 370 / 512; L- TRIPTOFANO – MG / 180 / 200; L- VALINA – MG / 670 / 1230; L- HISTIDINA - MG / 310 / 480; L- CISTEINA – MG / 16 / 250; L- TIROSINA – MG / 44 / 240; L- ALANINA – MG / 540 / 800; L- ARGININA – MG / 840 / 1230; L- PROLINA – MG / 300 / 820; L- SERINA – MG / 380 / 500; GLICINA (AC. AMINOACETICO) – MG / 360 / 400; ACIDO L- ASPARTICO – MG / 320 / 600; ACIDO L- GLUTAMICO – MG / 500 / 1000; TAURINA – MG / 25 / 70; ORNITINA – MG / 0 / 250; * PROSULFITO O DISULFITO DE SODIO – MG / 0 / 50; *CLORUROS MM O L / 0 / 16; * AGUA INYECTABLE – ML / 0 /100; AMINOACIDOS TOTALES G/L / 98 / 100; NITROGENO TOTAL - G/L / 15 / 15.68. * PUEDEN O NO VENIR EN LA FORMULA LO CUAL NO MODIFICA EL EFECTO TERAPEUTICO DESEADO. PRESENTACION DE 250 ML.
010.000.2738.00|010.000.2738.00|AMINOACIDOS CRISTALINOS SOLUCION INYECTABLE AL 10% ADULTOS CONTENIDO CADA 100 ML CONTIENE: - UNIDADES – MINIMO- MAXIMO L- ISOLEUCINA – MG / 490 / 720; L- LEUCINA – MG / 719 / 940; L- LISINA – MG / 599 / 720; L- METIONINA – MG / 294 / 440; L- FENILALANINA – MG / 440 / 845; L- TREONINA – MG / 414 / 520; L- TRIPTOFANO - MG / 153 / 210; L- VALINA – MG / 572 / 800; HISTIDINA – MG / 290 / 473; CISTEINA O CISTINA – MG / 0 / 110; TIROSINA – MG / 0 / 100; L- ALANINA – MG / 458 / 2040; L- ARGININA – MG / 505 / 1134; L- PROLINA – MG / 300 / 1174; L- SERINA - MG / 420 / 1092; *L- TAURINA – MG / 0 / 20; GLICINA (AC. AMINOACETICO) – MG / 540 / 1280; *ACIDO L- ASPARTICO – MG / 0 / 481; *ACIDO GLUTAMICO – MG / 0 / 834; *ACETATO MEQ/L / 0 / 74; *POTASIO MEQ/L / 0 / 0.55; NITROGENO TOTAL. - G/L / 15.5 / 16.5. * PUEDEN O NO VENIR EN LA FORMULA LO CUAL NO MODIFICA EL EFECTO TERAPEUTICO DESEADO. PRESENTACION 500 ML.
010.000.2512.01|010.000.2512.01|AMINOACIDOS CRISTALINOS (PEDIATRICOS) SOLUCION INYECTABLE AL 10% CADA 100 ML CONTIENE: L- ISOLEUCINA 670- 820MG;L- LEUCINA 1000- 1400MG;L- LISINA 670-1100MG;L- METIONINA 220- 340MG;L- FENILALANINA 420- 650MG;L- TREONINA 370- 512MG L- TRIPTOFANO 180- 200MG;L- VALINA 670- 1230MG;L- HISTIDINA 310-480MG;L- CISTEINA 16- 250MG;L- TIROSINA 44-240MG;L- ALANINA 540- 800MG;L- ARGININA 840- 1230MG;L- PROLINA 300- 820MG;L- SERINA 380- 500MG;GLICINA (AC. AMINOACETICO) 360- 400MG;ACIDO L- ASPARTICO 320- 600MG;ACIDO L- GLUTAMICO 500- 1000MG;TAURINA 25- 70MG;ORNITINA 0- 250MG;* PROSULFITO O DISULFITO DE SODIO 0- 50MG;*CLORUROS O 0-16 MM L;* AGUA INYECTABLE 0- 100 ML;AMINOACIDOS TOTALES 98-100 G/L;NITROGENO TOTAL 15-15.68 G/L ENVASE CON 500 ML.
010.000.5393.00|010.000.5393.00|AMINOACIDOS ENRIQUECIDOS CON AMINOACIDOS DE CADENA RAMIFICADA SOLUCION INYECTABLE CONTENIDO CADA 100 ML CONTIENE: - UNIDADES – MINIMO- MAXIMO L- ISOLEUCINA – MG / 700 / 1380; L- LEUCINA – MG / 1100 / 1580; L- LISINA – MG / 265 / 690; L- METIONINA – MG / 110 / 450; L- FENILALANINA – MG / 80 / 480; L- TREONINA – MG / 200 / 450; L- TRIPTOFANO – MG / 70 / 130; L- VALINA – MG / 780 / 1240; HISTIDINA – MG / 150 / 280; CISTEINA O CISTINA – MG / 0 / 55; TIROSINA – MG / 0 / 33; L- ALANINA - MG / 395 / 660; L- ARGININA – MG / 464 / 1100; L- PROLINA – MG / 445 / 950; L- SERINA – MG / 220 / 575; GLICINA ( AC. AMINOACETICO ) – MG / 300 / 700; *PIROSULFITO DE SODIO – MG / 0 / 50; AGUA INYECTABLE – ML / 0 / 100; AMINOACIDOS DE CADENA RAMIFICADA - % / 40 / 55. * PUEDEN O NO VENIR EN LA FORMULA LO CUAL NO MODIFICA EL EFECTO TERAPEUTICO DESEADO. PRESENTACION 500 ML
010.000.2168.00|010.000.2168.00|AMINOACIDOS ESENCIALES SIN ELECTROLITOS SOLUCION INYECTABLE AL 8.5% CONTENIDO CADA 100 ML CONTIENE EN MILIGRAMOS- AMINOACIDOS ESENCIALES- MINIMO- MAXIMO L-FENILALANINA / 380 / 720; L-ISOLEUCINA / 400 / 620; L-LEUCINA / 520 / 810; L-LISINA / 490 / 870; L-METIONINA /250 / 500; L-TREONINA / 340 / 460; L-TRIPTOFANO / 30 / 160; L-VALINA / 390 / 680; CONTENIDO CADA 100 ML CONTIENE EN MILIGRAMOS- AMINOACIDOS NO ESENCIALES- MINIMO- MAXIMO * ACIDO L-ASPARTICO / 0 / 410; * ACIDO L-GLUTAMICO / 0 / 710; GLICINA (ACIDO AMINO ACETICO) / 460 / 1760; L-ALANINA / 390 / 1760; L- ARGININA / 430 / 880; * L-CISTEINA / 20 / 80; L-HISTIDINA / 240 / 380; L-PROLINA / 350 / 1000; L-ERINA /370 / 930; L-TIROSINA / 30 / 50; * PIROSULFITO DE SODIO / 0 / 50; * METABISULFITO DE POTASIO AGREGADO / 0 / 60. * PUEDEN O NO VENIR EN LA FORMULA, LO CUAL NO MODIFICA EL EFECTO TERAPEUTICO DESEADO. ENVASE CON CAPACIDAD DE 1000 ML QUE CONTIENE 500 ML DE AMINOACIDOS CRISTALINOS, CON EQUIPO DE ADMINISTRACION
010.000.5377.00|010.000.5377.00A|CROMO SOLUCION INYECTABLE CADA ML CONTIENE: CLORURO DE CROMO HEXAHIDRATADO EQUIVALENTE A4.0 µG DE CROMO. ENVASE CON 25 AMPOLLETAS DE 3 ML.
010.000.5377.00|010.000.5377.00B|CROMO SOLUCION INYECTABLE CADA ML CONTIENE: CLORURO DE CROMO HEXAHIDRATADO EQUIVALENTE A4.0 µG DE CROMO. FRASCO AMPULA CON 10 ML.
010.000.5377.01|010.000.5377.01|CROMO SOLUCION INYECTABLE CADA ML CONTIENE: CLORURO DE CROMO HEXAHIDRATADO EQUIVALENTE A4.0 µG DE CROMO. FRASCO AMPULA CON 30 ML.
030.000.5234.00|030.000.5234.00|D-BIOTINA COMPRIMIDOS CADA COMPRIMIDO CONTIENE: D-BIOTINA 5 MG. ENVASE CON 30 COMPRIMIDOS.
030.000.5234.01|030.000.5234.01|D-BIOTINA CAPSULAS CADA CAPSULA CONTIENE: D-BIOTINA 5 MG. ENVASE CON 60 CAPSULAS.
010.000.2736.00|010.000.2736.00|DIETA ELEMENTAL POLVO CADA 100G/ 100ML CONTIENEN: ENERGIA 373- 386; 99-103.45 KCAL;HIDRATOS DE CARBONO 71-78.50; 19.00-21.04 G;PROTEINAS 14.25-17.00; 3.80-4.75 G;GRASAS 1-2.50; 0.27-0.70 G;VITAMINA A. 930-1472.84; 250-397U.I;VITAMINA D 74- 120; 20-32.16 U.I;VITAMINA E 5.59-9.35; 1.50-2.50 U.I ACIDO ASCORBICO 25- 69; 6.60-18.50 MG;ACIDO FOLICO 150-250; 40- 80 ΜG;TIAMINA 0.55-0.60; 0.15- 0.16 MG;RIBOFLAVINA 0.65-0.95; 0.15-0.25 MG;NIACINA 8.20- 10.55; Y OTROS COMPONENTES. ENVASE CON 6 SOBRES CON 79.5 A 80.4 G CADA UNO. (VER ESPECIFICACIONES EN CBCISS)
010.000.2736.01|010.000.2736.01|DIETA ELEMENTAL POLVO CADA 100G/ 100ML CONTIENEN: ENERGIA 373- 386; 99-103.45 KCAL;HIDRATOS DE CARBONO 71-78.50; 19.00-21.04 G;PROTEINAS 14.25-17.00; 3.80-4.75 G;GRASAS 1-2.50; 0.27-0.70 G;VITAMINA A. 930-1472.84; 250-397U.I;VITAMINA D 74- 120; 20-32.16 U.I;VITAMINA E 5.59-9.35; 1.50-2.50 U.I ACIDO ASCORBICO 25- 69; 6.60-18.50 MG;ACIDO FOLICO 150-250; 40- 80 ΜG;TIAMINA 0.55-0.60; 0.15- 0.16 MG;RIBOFLAVINA 0.65-0.95; 0.15-0.25 MG;NIACINA 8.20- 10.55; Y OTROS COMPONENTES. ENVASE CON 10 SOBRES CON 79.5 A 80.4 G CADA UNO. (VER ESPECIFICACIONES EN CBCISS)
010.000.5392.00|010.000.5392.00|DIETA POLIMERICA CON FIBRA SUSPENSION ORAL O ENTERAL CONTENIDO CADA 100 ML CONTIENE: - UNIDADES – MINIMO- MAXIMO PROTEINAS – G / 3.69 / 3.74; LIPIDOS – G / 3.45 / 3.56; HIDRATOS DE CARBONO – G / 11.90 / 15; FIBRA DIETARIA TOTAL – G / 1.25 / 1.35; VITAMINA A UI / 359.3 / 400; VITAMINA D UI / 20.0 / 28.7; VITAMINA E UI / 2.8 / 3.3; VITAMINA K1 - µG / 5.9 / 8; VITAMINA C – MG / 14.0 / 21.6; TIAMINA B1 – MG / 0.16 / 0.2; RIBOFLABINA B2 – MG / 0.19 / 0.24; NIACINA – MG / 2.16 / 2.8; VITAMINA B6 – MG / 0.21; ACIDO FOLICO - µG / 43.1 / 54; ACIDO PANTOTENICO – MG / 1.0 / 1.4; VITAMINA B12 - µG / 0.68 / 0.8; BIOTINA - µG / 32.5 / 40; COLINA – MG / 43.1 / 45.2; CALCIO – MG / 65.5 / 66; FOSFORO – MG / 65.5 / 66; MAGNESIO – MG / 26.7 / 31; ZINC – MG / 1.3 / 1.5; HIERRO – MG / 1.1 / 1.2; MANGANESO – MG / 0.25 / 0.34; IODO - µG / 9 / 10; SODIO – MG / 46.78 / 70.5; POTASIO – MG / 117.1 / 157; CLORURO – MG / 93.5 / 126; CROMO - µG / 3.74 / 6.7; MOLIBDENO - µG / 10.2 / 11.2; SELENIO - µG / 3.74 / 4.7; COBRE – MG / 0.13 / 0.14; ENVASE CON 236 A 250 ML.
